,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct
1223,University of Arkansas - Fayetteville,Cell and Molecular Biology ,0.9,2018-2019,5th,,5,2018,18000,20500,0,0,20500,Cell and Molecular Biology ,Other,low,2500,2500
1224,Ohio State University (OSU),Plant Pathology ,1.26,2019-2020,1st,,1,2019,25300,25900,0,0,25900,Plant Pathology ,Other,low,600,600
1225,Rosalind Franklin University of Medicine and Science,Neuroscience,1.26,2019-2020,1st,,1,2019,30500,31000,0,0,31000,Medical,Medical,low,500,500
1226,University of Colorado - Boulder (UCB),Computer Engineering,1.53,2018-2019,3rd,,3,2018,38960,0,23976,15984,39960,Computer Engineering,Other,high,1000,1000
1227,Columbia University (CU),Sociology ,1.11,2018-2019,1st,,1,2018,33000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,1000,1000
1230,University of Illinois - Chicago (UIC),Chemistry,0.81,2017-2018,5th,,5,2017,19562,0,20762,0,20762,Chemistry,Chemistry,high,1200,1200
1231,Arizona State University (ASU),Political Science,0.81,2018-2019,2nd,,2,2018,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0
1233,Rensselaer Polytechnic Institute (RPI),Chemical and Biological engineering ,1.3,2018-2019,3rd,,3,2018,29547,30892,0,0,30892,Chemical and Biological engineering ,Other,low,1345,1345
1234,Stony Brook University - SUNY,Psychology/Clinical,0.78,2019-2020,2nd,,2,2019,21920,0,20000,3500,23500,Psychology/Clinical,Other,high,1580,1580
1235,University of California - Davis (UCD),Microbiology ,1.33,2019-2020,1st,Includes health insurance ,1,2019,32000,32000,0,0,32000,Microbiology ,Other,low,0,0
1238,University of South Dakota,Biology - Phd ,0.68,2019-2020,3rd,"Summer funding isnt guaranteed and depends on if you can get work study. Summer pay usually hovers around $5,000 (for 3 months) but it has been less in the past. 2/3rds of tuition is paid for by the university, but we still pay the other 1/3 + fees. Department RAs pay the same as TAs, but you dont have to teach. We are also not offered health insurance in any form. The salary I entered is only for PhD students, MS students only make $13,289",3,2019,13530,0,14089,5000,19089,Biology - Phd ,Other,high,5559,5559
1239,University of Utah,Political science,0.74,2019-2020,3rd,,3,2019,16500,0,16500,0,16500,Political science,Other,high,0,0
1240,Oklahoma State University (OSU),Mechanical and Aerospace Engineering,0.66,2019-2020,2nd,,2,2019,12800,19800,0,0,19800,Engineering,Engineering,low,7000,7000
1241,West Virginia University (WVU),Social and Behavioral Sciences,1.23,2019-2020,1st,,1,2019,27343,28000,0,0,28000,Social and Behavioral Sciences,Other,low,657,657
1243,University of Virginia (UVA),Environmental Sciences,1.14,2018-2019,4th,,4,2018,26000,26000,0,0,26000,Environmental Sciences,Other,low,0,0
1244,Drexel University (DU),Neuroscience,1.24,2019-2020,3rd,,3,2019,29855,30000,0,0,30000,Medical,Medical,low,145,145
1246,North Carolina State University (NCSU),Chemical Engineeeing,1.31,2019-2020,4th,,4,2019,30000,30000,0,0,30000,Chemical Engineeeing,Other,low,0,0
1247,Indiana University,English,0.73,2019-2020,4th,"First-year recruitment fellowships are $18,000.   Then you drop to $15,750 as soon as your 2-1 course load starts.  All before taxes.  All excluding the $700/semester fees. ",4,2019,15750,0,15750,0,15750,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0
1248,CUNY - Queens College,Clinical Psychology,0.84,2019-2020,3rd,"I have a Graduate Center Fellowship, other students are tuition fellowship only. All fees are covered by tuition fellowship",3,2019,25000,0,23000,2000,25000,Medical,Medical,high,0,0
1249,Marquette University,Engineering,1.12,2017-2018,2nd,,2,2017,24000,24000,0,0,24000,Engineering,Engineering,low,0,0
1250,Boston University (BU),Graduate Program for Neuroscience,1.22,2019-2020,3rd,This is without tax taken out. ,3,2019,35000,35000,0,0,35000,Graduate Program for Neuroscience,Other,low,0,0
1251,University of California - San Francisco (UCSF),Neuroscience,1.34,2019-2020,2nd,High cost of living,2,2019,40000,40000,0,0,40000,Medical,Medical,low,0,0
1252,Vanderbilt University,Neuroscience ,1.37,2019-2020,1st,,1,2019,31500,31500,0,0,31500,Medical,Medical,low,0,0
1256,University of North Carolina - Chapel Hill (UNC),Public Policy,1.03,2019-2020,6th and up,,6,2019,23000,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,0,0
1257,Ohio University (OU),Biomedical sciences ,0.86,2018-2019,1st,,1,2018,18000,21000,0,0,21000,Biomedical sciences ,Other,low,3000,3000
1258,University of Minnesota - Twin Cities (UM),Chemical Engineering and Materials Science,1.29,2015-2016,1st,,1,2015,29500,30000,0,0,30000,Chemical Engineering and Materials Science,Other,low,500,500
1259,University of Texas - Austin (UT),Biochemistry ,1.31,2019-2020,2nd,Free employee medical insurance (I pay for only dental and vision) ,2,2019,30000,30000,0,0,30000,Chemistry,Chemistry,low,0,0
1260,Massachusetts Institute of Technology (MIT),Political Science,1.0,2019-2020,2nd,,2,2019,27840,0,28000,0,28000,HistPolSoc,HistPolSoc,high,160,160
1261,University of Iowa (UI),Political Science ,1.15,2018-2019,2nd,,2,2018,25465,0,21500,4500,26000,HistPolSoc,HistPolSoc,high,535,535
1265,Harvard University (HU),Biological and biomedical studies,1.36,2018-2019,1st,,1,2018,39000,39500,0,0,39500,Biological and biomedical studies,Other,low,500,500
1267,Wayne State University,English,0.72,2015-2016,4th,,4,2015,15000,0,15000,0,15000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0
1268,University of Oklahoma (OU),Psychology,0.7,2019-2020,1st,,1,2019,14100,0,18100,0,18100,HistPolSoc,HistPolSoc,high,4000,4000
1272,West Virginia University (WVU),Biomedical science,1.18,2018-2019,4th,,4,2018,26300,28000,0,0,28000,Biomedical science,Other,low,1700,1700
1273,Tufts University (TU),Psychology,0.86,2018-2019,5th,,5,2018,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0
1274,Arizona State University (ASU),school of human evolution and social change,0.76,2018-2019,6th and up,,6,2018,16850,0,18000,0,18000,school of human evolution and social change,Other,high,1150,1150
1275,Massachusetts Institute of Technology (MIT),Biology,1.4,2018-2019,3rd,,3,2018,39070,39410,0,0,39410,Biology,Biology,low,340,340
1280,University of Tennessee - Knoxville,Mathematics ,1.33,2017-2018,6th and up,"I had an extra $8000 per year fellowship in addition to summer teaching. 

Also the required fees listed are per semester. ",6,2017,28268,0,17468,12000,29468,Mathematics ,Other,high,1200,1200
1281,New York University (NYU),Computer Science (NYU in Abu Dhabi),1.01,2018-2019,2nd,"I also receive health insurance, $1500 travel expenses and free accommodation.",2,2018,30000,30000,0,0,30000,Computer Science (NYU in Abu Dhabi),Other,low,0,0
1282,University of Rochester (UR),Electrical,1.4,2018-2019,2nd,,2,2018,30000,30000,0,0,30000,Electrical,Other,low,0,0
1285,Baylor University (BU),Geosciences,0.96,2018-2019,6th and up,,6,2018,19000,21000,0,0,21000,Geography,Geography,low,2000,2000
1286,Temple University (TU),Art History,0.71,2011-2012,1st,,1,2011,15000,0,15000,0,15000,ArtsAndTheology,ArtsAndTheology,high,0,0
1287,New York University (NYU),Biology ,1.34,2018-2019,2nd,7217 in teaching pay per semester ,2,2018,39852,39852,0,0,39852,Biology,Biology,low,0,0
1288,Columbia University (CU),Earth and Environmental Sciences,1.31,2018-2019,4th,,4,2018,38910,39000,0,0,39000,Geography,Geography,low,90,90
1289,University of Texas Medical Branch - Galveston,Microbiology and immunology ,1.46,2017-2018,5th,,5,2017,32000,32000,0,0,32000,Microbiology and immunology ,Other,low,0,0
1290,Oklahoma State University (OSU),"Plant biology, ecology and evokution",1.48,2019-2020,1st,,1,2019,28900,30900,0,0,30900,"Plant biology, ecology and evokution",Other,low,2000,2000
1291,George Mason University (GMU),Psychology ,0.76,2019-2020,2nd,Tuition and health insurance are covered,2,2019,22895,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,105,105
1293,George Mason University (GMU),Psychology ,0.76,2018-2019,1st,Tuition and health insurance are covered,1,2018,22895,0,18000,5000,23000,HistPolSoc,HistPolSoc,high,105,105
1294,George Washington University (GW),Business,0.97,2019-2020,3rd,Basically break even with how expensive cost of living is in DC.,3,2019,30000,0,30000,0,30000,BusinessAndManagement,BusinessAndManagement,high,0,0
1296,University of Southern California (USC),Communication,1.25,2019-2020,6th and up,,6,2019,32400,33000,0,0,33000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,600,600
1300,Iowa State University (ISU),Human Computer Interaction,1.67,2018-2019,4th,I work 3/4 time on assistantships,4,2018,35350,36000,0,0,36000,Human Computer Interaction,Other,low,650,650
1301,Cornell University (CU),Astronomy,1.53,2019-2020,1st,Also covers tuition and most fees. Includes basic healthcare but eye and dental cost extra ($142 and $278 respectively). ,1,2019,37216,0,26000,11300,37300,PhysicsAndAstronomy,PhysicsAndAstronomy,high,84,84
1302,University of Notre Dame (ND),Applied and Computational Mathematics and Statistics,1.21,2018-2019,4th,,4,2018,24662,0,24862,0,24862,Applied and Computational Mathematics and Statistics,Other,high,200,200
1303,University of Wisconsin - Madison (UW),Engineering Physics,0.96,2017-2018,1st,,1,2017,22010,23400,0,0,23400,Engineering Physics,Other,low,1390,1390
1304,New York University (NYU),Sackler Institute (Medical School),1.35,2019-2020,6th and up,,6,2019,40000,40000,0,0,40000,Sackler Institute (Medical School),Other,low,0,0
1305,University of Wisconsin - Madison (UW),Engineering Physics,1.06,2018-2019,2nd,,2,2018,24218,25500,0,0,25500,Engineering Physics,Other,low,1282,1282
1306,University of Georgia (UGA),Geography ,1.13,2018-2019,4th,,4,2018,23800,25000,0,0,25000,Geography ,Other,low,1200,1200
1307,University of Michigan - Ann Arbor (UM),Nursing,1.06,2019-2020,3rd,Not reported on W2.,3,2019,24578,24578,0,0,24578,Nursing,Other,low,0,0
1309,Oregon State University (OSU),Bioengineering,1.23,2019-2020,4th,,4,2019,25649,0,19417,6472,25889,Engineering,Engineering,high,240,240
1310,Brown University,American Studies,1.09,2017-2018,6th and up,,6,2017,24880,25000,0,0,25000,American Studies,Other,low,120,120
1312,Michigan State University (MSU),"Agricultural, Food, and Resource Econ",1.27,2018-2019,5th,,5,2018,26000,26000,0,0,26000,"Agricultural, Food, and Resource Econ",Other,low,0,0
1313,University of Connecticut (UConn),Anthropology,0.72,2018-2019,4th,,4,2018,17600,0,18400,0,18400,Biology,Biology,high,800,800
1315,University of Cincinnati (UC),Molecular and Developmental Biology,1.61,2019-2020,2nd,"29K before qualifying exam, bumped up to 31K after passing the qualifying exam. Tuition, fees, and most of health insurance ($855 out ~$1K) is paid for by program ",2,2019,31000,31000,0,0,31000,Molecular and Developmental Biology,Other,low,0,0
1316,Harvard University (HU),Bioinformatics and Integrative Genomics,1.3,2018-2019,6th and up,"This was the stipend for a PhD student in BIG at Harvard. Monthly paycheck was $3198. Taxes were not withheld, which means that the student must manually calculate the taxes owed to the state and to the federal government. The student must make quarterly payments to the IRS to avoid a penalty at the end of the year. Harvard does not provide official guidance on calculating the right number.

At the time, Harvard offered subsidized housing options for $1,200 per month or so, leaving $2,000 for other expenses.

Year Gross Raise
6 $37,353 1.016
5 $36,765 1.028
4 $35,741 1.030
3 $34,695 1.030
2 $33,684 0.999
1 $33,698 NA",6,2018,37253,37353,0,0,37353,Bioinformatics and Integrative Genomics,Other,low,100,100
1319,University of Wisconsin - Madison (UW),Cellular & Molecular Biology,1.27,2018-2019,6th and up,Heavily subsidized health insurance (>90%). Also a somewhat low cost of living area. ,6,2018,29000,29000,0,0,29000,Cellular & Molecular Biology,Other,low,0,0
1320,University of California - Los Angeles (UCLA),Psychology,1.04,2019-2020,1st,,1,2019,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0
1321,University of Maryland - College Park (UMD),Music,0.56,2019-2020,1st,,1,2019,17000,0,18000,0,18000,ArtsAndTheology,ArtsAndTheology,high,1000,1000
1322,New York University (NYU),Computer Science,1.03,2017-2018,1st,,1,2017,30600,0,30600,0,30600,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0
1323,University of Central Florida (UCF),Chemistry ,0.86,2019-2020,3rd,,3,2019,19900,0,17000,5000,22000,Chemistry,Chemistry,high,2100,2100
1326,Georgia Institute of Technology (Georgia Tech),Psychology,0.59,2018-2019,1st,,1,2018,13800,16800,0,0,16800,HistPolSoc,HistPolSoc,low,3000,3000
1328,Johns Hopkins University (JHU),MSTP,1.36,2019-2020,5th,,5,2019,34890,34890,0,0,34890,MSTP,Other,low,0,0
1329,Texas Tech University (TTU),Animal and Food Science,0.84,2019-2020,1st,,1,2019,17000,18000,0,0,18000,Animal and Food Science,Other,low,1000,1000
1331,University of Michigan - Ann Arbor (UM),Earth and Environmental Sciences ,1.27,2018-2019,3rd,,3,2018,29400,29600,0,0,29600,Earth and Environmental Sciences ,Other,low,200,200
1333,University of Illinois - Chicago (UIC),Criminology,0.96,2018-2019,5th,,5,2018,23408,0,25198,0,25198,Criminology,Other,high,1790,1790
1334,University of Idaho (UI),"Forest, Rangeland, and Fire Sciences",1.06,2018-2019,3rd,,3,2018,22000,22000,0,0,22000,"Forest, Rangeland, and Fire Sciences",Other,low,0,0
1335,University of Arizona (U of A),Sociology,0.77,2019-2020,1st,,1,2019,15970,0,16320,0,16320,HistPolSoc,HistPolSoc,high,350,350
1337,University of Nevada - Reno (UNR),"Ecology, Evolution, and Conservation Biology",1.01,2018-2019,2nd,My healthcare is provided through the university for no cost,2,2018,21300,22500,0,0,22500,"Ecology, Evolution, and Conservation Biology",Other,low,1200,1200
1339,University of Utah,Psychology,1.53,2019-2020,3rd,NSFGRP funded,3,2019,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0
1343,University of Wisconsin - Madison (UW),Russian/Eurasian Studies,0.44,2018-2019,2nd,"I paid about $700 in segregated fees for the spring semester and $300 in fees for the summer. 

I worked 13 hours a week.",2,2018,10000,0,11000,0,11000,Russian/Eurasian Studies,Other,high,1000,1000
1345,Wesleyan University,Earth and Environmental Sciences,1.34,2019-2020,1st,The fee is for health insurance and $30 for the graduate student union fee. I dont pay tuition. ,1,2019,33656,34386,0,0,34386,Geography,Geography,low,730,730
1346,University of Chicago (UC),Public Health Sciences,1.28,2018-2019,5th,,5,2018,31000,31000,0,0,31000,Public Health Sciences,Other,low,0,0
1348,Michigan State University (MSU),Astronomy,1.35,2019-2020,1st,,1,2019,27612,27612,0,0,27612,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0
1349,University of Washington (UW),Earth and Space Sciences,1.3,2017-2018,5th,,5,2017,30300,31800,0,0,31800,Earth and Space Sciences,Other,low,1500,1500
1350,University of Miami (UM),english,0.09,2019-2020,6th and up,"poverty line is 25k, we gross $23",6,2019,2222,0,2222,0,2222,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0
1351,Louisiana State University - Baton Rouge,Math,1.03,2018-2019,5th,Were told the fees will be decreasing since were currently paying fees for the classes we teach. ,5,2018,22464,0,21350,6000,27350,MathematicsAndComputer Science,MathematicsAndComputer Science,high,4886,4886
1353,Harvard University (HU),Biological Sciences in Public Health,1.39,2018-2019,3rd,,3,2018,39840,39840,0,0,39840,Biological Sciences in Public Health,Other,low,0,0
1354,University of Colorado - Boulder (UCB),Chemistry,0.91,2018-2019,5th,,5,2018,23246,0,23841,0,23841,Chemistry,Chemistry,high,595,595
1358,University of Florida (UF),Geology,1.1,2019-2020,5th,Tuition covered. Health insurance covered. Fees of $750 per semester (three) per year.  A few students get the fellowship which requires no TA. Just research. Others have to teach each semester.  The award does not go up over the length of your study.  My rent went up every single year. My stipend did not. Does not include yearly  parking fee.,5,2019,25000,25000,0,0,25000,Geography,Geography,low,0,0
1359,University of Louisiana - Lafayette,Biology,0.77,2018-2019,3rd,,3,2018,16186,0,13000,4500,17500,Biology,Biology,high,1314,1314
1361,University of Notre Dame (ND),Physics,1.7,2019-2020,4th,"Internal fellowship, salary higher than average physics grad student",4,2019,34725,35000,0,0,35000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,275,275
1362,University of Texas - Austin (UT),History,1.05,2019-2020,3rd,,3,2019,24000,0,24000,0,24000,HistPolSoc,HistPolSoc,high,0,0
